netflix_id,title,image,rating,url,content_type,show_type,season_number,year,tv_rating,description,genre,cast,director,duration,language,Awards,updated_db,item_category
80176842,Men on a Mission (Season 7 - New Episodes Weekly),,"8.4/10
",https://www.netflix.com/title/80176842,,,,,,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick.","Comedy, Game-Show, Reality-TV","Ho-Dong Kang, Soo Geun Lee, Jang Hoon Seo",,"100 min / 1h 40m
",Korean,1 nomination,"Jan 25, 2023",What’s New on Netflix
80177342,Good Girls (Season 4),,"7.8/10
",https://www.netflix.com/title/80177342,Recommended,,,,,Three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence -- together.,"Comedy, Crime, Drama","Christina Hendricks, Retta, Mae Whitman",,"43 min
",English,1 win & 1 nomination,"Jan 25, 2023",What’s New on Netflix
80177770,It (2017),,7.3/10,https://www.netflix.com/title/80177770,Recommended,,,,,"As kids vanish throughout town, a group of outcasts must face their biggest fears as well as a murderous, terrifying and seemingly invincible clown.",Horror,"Bill Skarsgård, Jaeden Martell, Finn Wolfhard",Andy Muschietti,"135 min / 2h 15m
",English,9 wins & 48 nominations,"Jan 25, 2023",What’s New on Netflix
80177872,A Bad Moms Christmas (2017),,5.6/10,https://www.netflix.com/title/80177872,,,,,,"Stressed-out moms Amy, Carla and Kiki are back, and the looming Christmas holiday gets even more daunting when their mothers show up for a visit.",Comedy,"Mila Kunis, Kristen Bell, Kathryn Hahn","Jon Lucas, Scott Moore","104 min / 1h 44m
",English,1 win & 1 nomination,"Jan 25, 2023",What’s New on Netflix
80178603,My Father's Dragon (2022),,7.6/10,https://www.netflix.com/title/80178603,Recommended,,,,,"A young boy leaves the city of Nevergreen and journeys to the mysterious Wild Island, where he finds ferocious beasts -- and the friendship of a lifetime.","Animation, Adventure, Comedy","Charlyne Yi, Judy Greer, Dianne Wiest",Nora Twomey,"99 min / 1h 39m
",English,,"Jan 25, 2023",What’s New on Netflix
80179138,Nailed It! (Season 7),,"7.4/10
",https://www.netflix.com/title/80179138,Netflix Original,,,,,"Home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.","Game-Show, Reality-TV","Nicole Byer, Jacques Torres, Weston Bahr",,"33 min
",English,Nominated for 7 Primetime Emmys. 1 win & 33 nominations total,"Jan 25, 2023",What’s New on Netflix
80179190,Never Have I Ever (Season 3),,"7.8/10
",https://www.netflix.com/title/80179190,Recommended,,,,,"After a traumatic year, an Indian-American teen just wants to spruce up her social status -- but friends, family and feelings won't make it easy on her.","Comedy, Drama","Maitreyi Ramakrishnan, Poorna Jagannathan, Darren Barnet",,"30 min
",English,5 wins & 12 nominations,"Jan 25, 2023",What’s New on Netflix
80179371,Valor (Season 1),,"5.8/10
",https://www.netflix.com/title/80179371,,,,,,"Following an unsuccessful mission in Somalia, the two surviving members of a U.S. Army helicopter crew are embroiled in an unseemly conspiracy.",Drama,"Christina Ochoa, Matt Barr, Charlie Barnett",,"42 min
",English,,"Jan 25, 2023",What’s New on Netflix
80179394,Dynasty (Season 5),,"7.2/10
",https://www.netflix.com/title/80179394,Recommended,,,,,"In high-society Atlanta, staying rich means playing dirty for two affluent families caught in an outrageous feud for power, prestige and love.",Drama,"Elizabeth Gillies, Rafael de la Fuente, Robert Christopher Riley",,"42 min
",English,1 win & 2 nominations,"Jan 25, 2023",What’s New on Netflix
80185760,Blade Runner 2049 (2017),,8.0/10,https://www.netflix.com/title/80185760,Recommended,,,,,"The contents of a hidden grave draw the interest of an industrial titan and send Officer K, an LAPD blade runner, on a quest to find a missing legend.","Action, Drama, Mystery","Harrison Ford, Ryan Gosling, Ana de Armas",Denis Villeneuve,"164 min / 2h 44m
",English,Won 2 Oscars. 101 wins & 165 nominations total,"Jan 25, 2023",What’s New on Netflix
80186863,The Umbrella Academy (Season 3 ),,"8.0/10
",https://www.netflix.com/title/80186863,Recommended,,,,,"Reunited by their father's death, estranged siblings with extraordinary powers uncover shocking family secrets -- and a looming threat to humanity.","Action, Adventure, Comedy","Elliot Page, Tom Hopper, David Castañeda",,"60 min / 1h 0m
",English,Nominated for 6 Primetime Emmys. 10 wins & 46 nominations total,"Jan 25, 2023",What’s New on Netflix
80187223,PJ Masks (Season 4),,"5.5/10
",https://www.netflix.com/title/80187223,,,,,,"Three 6-year-old kids who live normal lives during the day become superheroes at night, fighting crime as a team known as PJ Masks.","Animation, Action, Adventure","Addison Holley, Kyle Breitkopf, Juan Luis Bonilla",,"24 min
",French,2 wins & 6 nominations,"Jan 25, 2023",What’s New on Netflix
80189632,Charlie's Colorforms City (Seasons 5-6),,"6.9/10
",https://www.netflix.com/title/80189632,Netflix Original,,,,,"Charlie creates fun stories using different shapes, and he needs your help! Come along for kid-friendly adventures here, there -- and everywhere.",Family,"Jacob Soley, Saara Chaudry, Tyler Barish",,"15 mins
",English,1 win & 3 nominations,"Jan 25, 2023",What’s New on Netflix
80190101,Anjaan (2014),,"5.1/10
",https://www.netflix.com/title/80190101,,,,,,"Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.","Action, Crime, Thriller","Suriya, Samantha Ruth Prabhu, Vidyut Jammwal","N. Linguswamy, Suresh","166 min / 2h 46m
",Tamil,3 nominations,"Jan 25, 2023",What’s New on Netflix
80190925,"Can't Stop, Won't Stop: A Bad Boy Story (2017)",,5.3/10,https://www.netflix.com/title/80190925,,,,,,"This documentary captures the rise and resilience of Sean ""Puff Daddy"" Combs as an artist and entrepreneur, plus the 2016 Bad Boy Records reunion show.","Documentary, Music","Sean 'Diddy' Combs, Lil' Kim, Mase",Daniel Kaufman,"80 min / 1h 20m
",English,2 wins & 1 nomination,"Jan 25, 2023",What’s New on Netflix
80191522,Paradise PD (Season 4 - Final Season),,"6.8/10
",https://www.netflix.com/title/80191522,Netflix Original,,,,,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.","Animation, Action, Comedy","Sarah Chalke, David Herman, Tom Kenny",,"28 min
",English,1 win,"Jan 25, 2023",What’s New on Netflix
80194704,Car Masters: Rust to Riches (Season 4),,"8.4/10
",https://www.netflix.com/title/80194704,Netflix Original Documentary,,,,,"The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",Reality-TV,"Constance Nunes, Tony Quinones, Mark Towle",,"40 min
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
80195367,Beirut (2018),,6.5/10,https://www.netflix.com/title/80195367,Recommended,,,,,"When an American spy is kidnapped in civil war-torn Beirut, a washed-up ex-diplomat must return to the city to negotiate a high-stakes prisoner swap.","Action, Crime, Drama","Jon Hamm, Jay Potter, Khalid Benchagra",Brad Anderson,"109 min / 1h 49m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
80195967,A.X.L. (2018),,5.3/10,https://www.netflix.com/title/80195967,,,,,,"Young motocross racer Miles Hill helps a top-secret robotic combat dog evade its ruthless creator and the military, who are in hot pursuit.","Action, Adventure, Drama","Alex Neustaedter, Becky G, Alex MacNicoll",Oliver Daly,"98 min / 1h 38m
",English,,"Jan 25, 2023",What’s New on Netflix
80196448,Den of Thieves (2018),,7.0/10,https://www.netflix.com/title/80196448,,,,,,A highly skilled crew of bank robbers plotting a heist at the supposedly impenetrable Federal Reserve faces off against an elite unit of L.A. cops.,"Action, Crime, Drama","Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr",Christian Gudegast,"140 min / 2h 20m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
80196613,12 Strong (2018),,6.5/10,https://www.netflix.com/title/80196613,Recommended,,,,,"Following 9/11, a dozen US soldiers mount up on horseback in Afghanistan to help a local warlord take on a mutual enemy. Inspired by true events.","Action, Drama, History","Chris Hemsworth, Michael Shannon, Michael Peña",Nicolai Fuglsig,"130 min / 2h 10m
",English,3 nominations,"Jan 25, 2023",What’s New on Netflix
80198443,One Piece Film Z (2012),,"7.9/10
",https://www.netflix.com/title/80198443,,,,,,"Luffy and his gang save a disillusioned Navy admiral named Z who has one goal -- to slaughter every pirate in the world, including the Straw Hats.","Animation, Action, Adventure","Mayumi Tanaka, Kazuya Nakai, Akemi Okamura",Tatsuya Nagamine,"108 min / 1h 48m
",Japanese,4 nominations,"Jan 25, 2023",What’s New on Netflix
80198556,Speed Kills (2018),,4.2/10,https://www.netflix.com/title/80198556,,,,,,"In the 1980s, a mobbed-up motorboat racer helps move millions of dollars' worth of drugs into Miami before drawing the ire of the DEA and the mafia.","Action, Crime, Drama","John Travolta, Katheryn Winnick, Jennifer Esposito",Jodi Scurfield,"102 min / 1h 42m
",English,2 wins,"Jan 25, 2023",What’s New on Netflix
80198673,"Ada Twist, Scientist (Season 3)",,"6.5/10
",https://www.netflix.com/title/80198673,Netflix Original,,,,,Pint-sized scientist Ada Twist and her two best friends are asking big questions -- and working together to discover the truth about everything!,"Animation, Adventure, Comedy","Taye Diggs, Susan Kelechi Watson, Nicholas Crovetti",,"30 mins
",English,2 wins & 2 nominations,"Jan 25, 2023",What’s New on Netflix
80198991,Workin' Moms (Season 6),,"7.7/10
",https://www.netflix.com/title/80198991,Netflix Original,,,,,"Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto.","Comedy, Drama","Catherine Reitman, Dani Kind, Philip Sternberg",,"30 min
",English,7 wins & 50 nominations,"Jan 25, 2023",What’s New on Netflix
80199959,Molly's Game (2017),,7.4/10,https://www.netflix.com/title/80199959,,,,,,"A former Olympic skier begins running a high-stakes, ultra-exclusive underground poker game that catches the attention of the FBI. Based on a true story.","Biography, Crime, Drama","Jessica Chastain, Idris Elba, Kevin Costner",Aaron Sorkin,"140 min / 2h 20m
",English,Nominated for 1 Oscar. 8 wins & 52 nominations total,"Jan 25, 2023",What’s New on Netflix
80200575,Alice in Borderland (Season 2),,"7.6/10
",https://www.netflix.com/title/80200575,Netflix Original,,,,,"An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive.","Action, Drama, Mystery","Kento Yamazaki, Tao Tsuchiya, Nijirô Murakami",,"50 min
",Japanese,,"Jan 25, 2023",What’s New on Netflix
80200942,Elite (Season 6),,"7.4/10
",https://www.netflix.com/title/80200942,Netflix Original,,,,,"When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","Crime, Drama, Thriller","Itzan Escamilla, Omar Ayuso, Miguel Bernardeau",,"60 min / 1h 0m
",Spanish,3 wins & 6 nominations,"Jan 25, 2023",What’s New on Netflix
80201492,Battle Kitty (Season 1),,,https://www.netflix.com/title/80201492,Netflix Original Interactive Special,,,,,"Kitty and Orc brawl with monsters, beat out rivals -- and need your help to move through Battle Island and become champion in this interactive adventure!","Animation, Action, Adventure","Matt Layzell, Gideon Adlon, Baker Terry, Grey Griffin, Robbie Daymond, Jaboukie Young-White",,"29 mins
",English,,"Jan 25, 2023",What’s New on Netflix
80202283,I AM A KILLER (Season 3),,"7.4/10
",https://www.netflix.com/title/80202283,Netflix Original Documentary,,,,,Death row inmates convicted of capital murder give firsthand accounts of their crimes in this documentary series.,"Documentary, Crime","Swaylee Loughnane, Reece Putinas, David Galea",,"52 min
",English,,"Jan 25, 2023",What’s New on Netflix
80202511,Summerland (2020),,7.0/10,https://www.netflix.com/title/80202511,Recommended,,,,,"Irritable writer Alice finds her life disrupted by the arrival of wartime evacuee Frank, a London schoolboy who slowly melts her frozen reserve.","Drama, Romance, War","Gemma Arterton, Gugu Mbatha-Raw, Penelope Wilton",Jessica Swale,"99 min / 1h 39m
",English,1 win,"Jan 25, 2023",What’s New on Netflix
80203159,Fidaa (2017),,"7.4/10
",https://www.netflix.com/title/80203159,,,,,,"When U.S.-based Varun meets Bhanu at their siblings' wedding in India, sparks fly -- but will distance and misunderstandings ruin their love story?","Comedy, Drama, Romance","Sai Pallavi, Varun Tej, Sarah Uriarte Berry",Sekhar Kammula,"144 min / 2h 24m
",Telugu,5 wins & 10 nominations,"Jan 25, 2023",What’s New on Netflix
80204890,Formula 1: Drive to Survive (Season 4),,"8.6/10
",https://www.netflix.com/title/80204890,Recommended,,,,,"Drivers, managers and team owners live life in the fast lane -- both on and off the track -- during each cutthroat season of Formula 1 racing.","Documentary, Sport","Lewis Hamilton, Daniel Ricciardo, Max Verstappen",,"40 min
",English,3 wins & 11 nominations,"Jan 25, 2023",What’s New on Netflix
80208464,Disobedience (2017),,6.6/10,https://www.netflix.com/title/80208464,Recommended,,,,,Old passions reignite when a New York photographer returns home to the Orthodox Jewish community in London that shunned her decades before.,"Drama, Romance","Rachel Weisz, Rachel McAdams, Alessandro Nivola",Sebastián Lelio,"114 min / 1h 54m
",English,4 wins & 27 nominations,"Jan 25, 2023",What’s New on Netflix
80208806,Valley of the Dead (2020),,"5.9/10
",https://www.netflix.com/title/80208806,Netflix Original,,,,,"During the Spanish Civil War, a small group of sworn enemies must work together when they encounter flesh-eating zombies created in a Nazi experiment.","Action, Adventure, Fantasy","Miki Esparbé, Aura Garrido, Luis Callejo","Alberto de Toro, Javier Ruiz Caldera","101 min / 1h 41m
",Spanish,,"Jan 25, 2023",What’s New on Netflix
80209096,My Next Guest Needs No Introduction With David Letterman (Season 4),,"7.9/10
",https://www.netflix.com/title/80209096,Netflix Original Documentary,,,,,TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this talk show.,Talk-Show,"David Letterman, Kim Kardashian, George Clooney",,"60 min / 1h 0m
",English,Nominated for 3 Primetime Emmys. 1 win & 4 nominations total,"Jan 25, 2023",What’s New on Netflix
80209229,Guillermo del Toro's Cabinet of Curiosities (Season 1 - New Episodes All Week),,"8.8/10
",https://www.netflix.com/title/80209229,Recommended,,,,,"Bizarre nightmares unfold in eight tales of terror in this visually stunning, spine-tingling horror collection curated by Guillermo del Toro.","Drama, Horror, Mystery","Tim Blake Nelson, Sebastian Roché, Elpidia Carrillo, Demetrius Grosse, David Hewlett, F. Murray Abraham",,"60 mins / 1h 0m
",English,,"Jan 25, 2023",What’s New on Netflix
80209358,Final Score (2018),,5.7/10,https://www.netflix.com/title/80209358,Recommended,,,,,"When terrorists take a sold-out soccer stadium hostage, an ex-Marine uses his elite training to bring the fight to them.","Action, Drama, Thriller","Martyn Ford, Gordon Alexander, Alexandra Dinu",Scott Mann,"104 min / 1h 44m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
80209569,The Nutty Boy (Season 1),,,https://www.netflix.com/title/80209569,Netflix Original,,,,,Nutty Boy is an out-of-the-box kid with big ideas who loves involving everyone in his adventures -- even though they don't usually go as planned!,"Kids, Animation","Marcus Pejon, Carol Roberto, Ítalo Luiz, Diego Marques, Digão Ribeiro, Pedro Ottoni",,"14 mins
",Portuguese,,"Jan 25, 2023",What’s New on Netflix
80210767,Spiderhead (2022),,6.2/10,https://www.netflix.com/title/80210767,Recommended,,,,,A prisoner in a state-of-the-art penitentiary begins to question the purpose of the emotion-controlling drugs he's testing for a pharmaceutical genius.,"Action, Crime, Drama","Miles Teller, Chris Hemsworth, Charles Parnell",Joseph Kosinski,"106 min / 1h 46m
",English,,"Jan 25, 2023",What’s New on Netflix
